0	0.1	0.1	0.1	0.01	0	0.1	0	0	0	0	0	0	0
0.218584	-0.225016	0.094143	0.0924994	0.01	0	0	0	0	0	0	0	2.30523	1
1.48407	-0.0993769	1.27791	-0.000938249	-0.0169945	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	4.08738	2.30523	2
1.60617	0.0175303	1.79619	0.00247598	-0.0530183	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	4.08738	5.36915	3
3.86801	-0.129098	2.10866	-0.327406	-0.20038	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	1.44485	5.36915	4
3.94248	0.078797	2.43988	-0.00232622	0.00848549	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	1.44485	4.37147	5
6.77227	0.400662	3.45301	0.410796	0.313341	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	4.42152	4.37147	6
6.6943	0.439789	3.18393	0.583426	0.588464	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	4.42152	1.67024	7
9.10075	0.640618	2.43749	0.271355	0.00282004	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	3.25766	1.67024	8
9.06798	0.704099	2.64152	0.293711	-0.0219396	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	3.25766	1.2235	9
11.5502	1.66049	2.95072	0.335148	0.0177688	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	0.624713	1.2235	10
11.5237	1.62476	2.79446	0.349833	0.0603259	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	0.624713	0.589401	11
13.5943	2.31457	2.74163	0.297708	-0.0111445	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	0.0261129	0.589401	12
13.6024	2.27845	2.72197	0.277583	-0.0218078	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	0.0261129	0.535867	13
16.6107	2.89888	3.11972	0.0544459	-0.150189	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	1.47542	0.535867	14
16.545	2.88589	2.98532	0.0489872	-0.167702	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	1.47542	1.04633	15
19.0064	3.69726	2.97975	0.433195	0.182795	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	0.363874	1.04633	16
19.0756	3.72183	2.85418	0.49042	0.258161	19.363	3.87122	18.923	3.74161	2.61382	0.95648	0.363874	1.44685	17
21.3209	4.73224	2.89817	0.417158	0.0443959	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	0.192895	1.44685	18
21.3795	4.74211	2.98436	0.390187	0.0137473	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	0.192895	0.80856	19
24.0593	5.56676	3.17211	0.178446	-0.130959	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.423039	0.80856	20
24.165	5.6006	3.25828	0.167899	-0.13647	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	0.423039	2.99763	21
26.6063	6.95247	3.23253	0.647495	0.256559	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	0.429587	2.99763	22
